Text,lebel
سلام دوستان با توجه به اینکه 1 ماهی میشه من این لپ تاپ رو گرفتم خواستم چند مورد تجربیات خودم رو بازگو کنم اول از همه اینکه تنها تفاوتی که من بین این مدل و مدل 78J1 دیدم این هست که این مدل 70XR بلوری داره و اونیکی دی وی دی طی چند بخش توضیحات رو کامل میکنم هارد   سرعت خوبی داره دورش  7000 و تستی  که انجام دادم تا 160 170 mb هم سرعت خوندن داشتم که البته یه بخشیش بر ای بافرشه متوسط عملکردش نوشتنش رو 70 mb دیدم ssd   مهترین نکته ای رو که باید بهتون بگم در مورد این بخشه روی لپ تاپ من ssd توشیبا بود   روی خیلی مدلای دیگه ssd  مارک Liteon نصبه   البته مدل های جدید با گرافیک 1070  رو در سایت های مهم خبری دنیا دیدم که از همین مدل توشیبا استفاده شده و دیگه از  مدلهای مارک Liteon استفاده نمیشه سرعتی که با این مدل گرفتم  خواندن تا 545mb و نوشتن تا 482mb بر ثانیه بود  این مدل البته نوع m 0 و البته از نوع nvme نیست و یه خصوصیت خیلی خوبی که داره اینه که از هر دو کلید M و B  پشتیبانی میکنه   حالا چه فایده داره  فایدش اینه که میتونین این ssd رو رو اسلات بالایی 01110  نصب کنین   البته حتما باید قطعه نگه دارنده شو تهیه کنین چون طول این ssd  که از نوع 0080 هست 80میلی متر هست  وبرای نسب رو اسلات بالا ssd کلید B با طول 100 میلی متر نیاز دارین که تو بازار حداقل من ندیدم و خیلی کمه کسایی که دنبال عوض کردن ssd این دستگاه با انواع فوق پرسرعت مثل Samsung 950 pro nvme هستن باید عرض کنم که با اینکه اسلات M این لپتاپ این مدل رو ساپورت میکنه اما به دلیل ضعف بایاس ایسر این کار بسادگی انجام نمیشه و بصورت پیش فرض این مدل در بایاس دتکت نمیشه   و علاوه بر اینکه نسخه بایاس این لپ تاپ رو باید به نسخه 1 10 که آخرین انتشار این نسخه هست آپدیت کنین   یک سری تنظیمات خاص رو هم باید اعمال کنین تا از سرعت این نوع ssd لذت ببرین  صدا   کلیت صدای دستگاه قابل قبول بوده تا حالا گرافیک   در مورد گرافیک  980m  دیگه پرچمدار نیست ولی قابل قبوله سیستم خنک کننده   با توجه به اینکه کار من بیشتر سیستم های مجازی و لودینگ سنگین سیستم هست گرمای خیلی زیادی رو مشاهده نکردم البته صدای سیستم خنک کننده کم نیست رم   خیلی راحت قابل ارتقا  و حتی باس 0400 رو هم براحتی ساپورت میکنه گرچه سیستم بصورت اتوماتیک روی 0122 تنطیمش میکنه صفحه نمایش   این مدل رو خروجی G Sync رو ساپورت میکنه یعنی نمایشگر خودش این قابلیت رو نداره بلکه روی خروجی این قابلیت فعاله   البته مدلای جدید با گرافیک 1070 روی نمایشگر خود لپ تاپ این  ویژگی موجوده مطالب خیلی بیشتری هم بود که عنوان نکردم امیدوارم بددتون بخوره ,0
لپتاپ بسیار خوبی است و سخت افزاری بسیار قوی دارد  تنها هنگام بازی های رایانه ای و ران گرفتن با نرم افزارهایی مانند انسیس و آباکوس  فن های آن به شدت کار می کند  من از کول پد استفاده می کنم  ولی باز هم در بازی های استراتژیک و اکشن  حتی با کول پد داغ می شود  ,1
حدودا 2 ماه میشه که تهیه کردم این لپ تاپ رو و در این مدت راضی بودم  البته قیمت پایین تر بود  ,1
بسیار عالی ازش راضی هستم و مشکلی نداره ,1
لپتاب خوبیه در کل کار راه اندازه و حملش راحته اندازه یه کتابه تقریبا ,0
من چند روزی هس خریدمش از نظر سخت افزاری تو بازی کم نمیزاره ولی به نظر من اگه باتریش جدا میشد بهتر  بود چون اینجوری زودتر خراب میشه البته پرس و جو کردم گفتن  لپ تاپ های جدید باتریشون جدا نمیشه ,1
من این محصول رو 2 4 ماهی هست که خریدم و راضیم  نسبت به قیمتش ارزش خرید داره  سرعتش بالاست و بازی هارو روون و با گرافیک بالا  اجرا می کنه  باتری نسبتا خوبی داره  کیبوردش مخصوصا تو شب با اون چراغ های خوش گلش  به دل میشینه  اما تاچ پدش کمی سمت چپ طراحی شده و همین باعث میشه حین بازی بعضی وقتی دستتون به تاچش بخوره و کمی اذیتتون کنه  کیفیت صدای فوق العاده ای داره و بلندگو هاش خیلی قوی هستن کیفیت صفحه خوبه اما پویایی کمی داره که تو تنظیمات میتونین تا حدودی  بر طرفش کنین اما باز هم رنگ ها مرده به نظر میان و شفافیت لازم رو نداره  قابلیت های ی لپ تاپ تو این قیمت رو داره  طراحی فوق العاده و ظاهر شیک و باکلاسی داره  خریدشو پیشنهاد می کنم  ,1
گارانتی یش تا 0017 هستش  نصب ویندوز راحت نیست ,1
لپتاپ خیلی خوبیه نسبت به قیمت از نظر سخت افزاری واقعا عالیه  عملکرد کارت گرافیکش در حد gtx 950m  بازیای mad max  GTA V   Skyrim رو به راحتی و با گرافیک بالا اجرا میکنه  باتری خوب نگه میداره  با استفاده عادی با نور 50 درصد و وایفای حدود 5 ساعت نگه میداره  از صفحه نمایش انتظار بیشتری داشتم  روکش مات رو صفحه به شدت کیفیت رو پایین آورده  قابل تحمله ولی میتونست خیلی بهتر باشه  بلندی و کیفیت صدای اسپیکر خوبه  لپتاپ در ابتدا روش لینوکس نصبه حتما ویندوز 10 روش نصب کنید و تمام آپدیت هاشو انجام بدین  در کل تو این بازه قیمتی لپتاپ بهتر پیدا نمیکنین و با توجه به عملکرد سخت افزاری عالیش بهتون پیشنهاد میکنم بخریدش ,1
دستگاه بسیار زیباییه  خیلی سبک و نازکه   باطریش واقعاً عالیه  بسته به حجم کاری که ازش میکشید گاهاً تا 19 ساعت هم میتونه جواب بده   ولی متاسفانه تو وبگردی هنگ میکنه  که بعداً با یه سرچ کوچیک تو گوگل دیدم که این مشکل خیلیها تو کشورهای دیگه با این کروم بوکه   یعنی یه هنگ  freezing  سی ثانیه ای و بعدشم ری استارت  از اونجایی هم که هاردش 16 گیگه  حتماً نیاز به اتصال هارد و فلش خواهید داشت که متاسفانه اونجا هم کندیش غافلگیرتون میکنه  البته امیدوارم فقط مال من اینجوری باشه و بقیه دستگاهها سالم باشن  ,0
من آنلاین بازی می کنم  ولی با لپ تاپ قدیمی خودم پینگ بهتری گیرم می یاد  اصلا از این لپ تاپ توقع این قدر لگ نداشتم  هر کی این مشکل داره بنویسه تا استفاده کنیم  ویندوز من 10  آنتی ویروس هم بیت دیفندر  ,0
در کل از خریدم راضیم  دو ماه هست که این لپتاب رو دارم  بازی های جدید رو روی آخرین گرافیک اجرا میکنه ولی کمی گرم میشه که به نظرم طبیعیه  بهتره از کول پد استفاده کنید ولی بدون کول پد هم زیاد مشکلی نیست  دو تا فن قوی برای cpu و کارت گرافیک داره  سرعت هارد ssd به کار رفته برای لپتاب هم خوب است و به 200 مگابایت بر ثانیه هم میرسه ,1
دستگاه روز جمعه به دستم رسید ویندوز 10 نصب کردم حالت فلشی که برای نصب ویندوز آماده میکنید حتما بصورت ufei باشه و ویندوز رو روی SSD بریزید که سرعت بالا اومدن ویندوز حدود 5 ثانیه میشه کلا خیلی خوب و قدرتمند هست از خریدم راضیم و چندتا محاسبه زدم خیلی خوب جواب داد  اگه مشکل مالی برای این مبلغ ندارید حتما پیشنهاد میکنم بخرید چون حداقل تا 4 سال جواب کار رو میده ,1
